word,chunk,meaning,scene,status,mastery
communication,keep communication open,保持沟通开放,communication,new,0
communication,communication plan,沟通计划,communication,new,0
team,team morale,团队士气,team_management,new,0
team,team pressure,团队压力,team_management,new,0
team,team support,团队支持,team_management,new,0
team,team communication,团队沟通,team_management,new,0
team,work as a team,作为团队工作,team_management,new,0
team,support the team,支持团队,team_management,new,0
team,team performance,团队表现,team_management,new,0
team,team decision,团队决定,team_management,new,0
support,support the client,支持客户,team_management,new,0
support,technical support,技术支持,team_management,new,0
support,provide support,提供支持,team_management,new,0
support,need support,需要支持,team_management,new,0
support,support each other,互相支持,team_management,new,0
support,back each other up,互相支持,team_management,new,0
schedule,delivery schedule,交付计划,project_delay,new,0
schedule,tight schedule,紧张的计划,project_delay,new,0
schedule,update the schedule,更新计划,project_delay,new,0
schedule,follow the schedule,按照计划,project_delay,new,0
schedule,schedule a meeting,安排会议,project_delay,new,0
schedule,behind schedule,落后于计划,project_delay,new,0
schedule,on schedule,按计划,project_delay,new,0
meeting,emergency meeting,紧急会议,meeting,new,0
meeting,internal meeting,内部会议,meeting,new,0
meeting,meeting agenda,会议议程,meeting,new,0
meeting,meeting minutes,会议纪要,meeting,new,0
meeting,attend the meeting,参加会议,meeting,new,0
meeting,lead the meeting,主持会议,meeting,new,0
report,status report,状态报告,reporting,new,0
report,weekly report,周报,reporting,new,0
report,report to management,向管理层汇报,reporting,new,0
report,submit a report,提交报告,reporting,new,0
report,detailed report,详细报告,reporting,new,0
report,report the delay,报告延误,reporting,new,0
update,provide an update,提供更新,reporting,new,0
update,status update,状态更新,reporting,new,0
update,update the client,更新客户信息,reporting,new,0
update,regular update,定期更新,reporting,new,0
update,urgent update,紧急更新,reporting,new,0
update,project update,项目更新,reporting,new,0
cost,increase the cost,增加成本,cost_control,new,0
cost,extra cost,额外成本,cost_control,new,0
cost,reduce the cost,降低成本,cost_control,new,0
cost,delivery cost,交付成本,cost_control,new,0
cost,labor cost,人工成本,cost_control,new,0
cost,cost control,成本控制,cost_control,new,0
cost,cost increase,成本增加,cost_control,new,0
cost,approve the cost,批准成本,cost_control,new,0
price,price increase,涨价,cost_control,new,0
price,negotiate the price,谈价格,cost_control,new,0
price,final price,最终价格,cost_control,new,0
price,higher price,更高价格,cost_control,new,0
price,price adjustment,价格调整,cost_control,new,0
price,accept the price,接受价格,cost_control,new,0
price,reduce the price,降低价格,cost_control,new,0
price,price difference,价格差异,cost_control,new,0
budget,within the budget,在预算内,cost_control,new,0
budget,exceed the budget,超出预算,cost_control,new,0
budget,budget approval,预算批准,cost_control,new,0
budget,budget limit,预算限制,cost_control,new,0
budget,reduce the budget,减少预算,cost_control,new,0
budget,increase the budget,增加预算,cost_control,new,0
budget,project budget,项目预算,cost_control,new,0
budget,budget risk,预算风险,cost_control,new,0
contract,terminate the contract,终止合同,client_escalation,new,0
contract,contract risk,合同风险,client_escalation,new,0
contract,contract terms,合同条款,client_escalation,new,0
contract,sign the contract,签合同,client_escalation,new,0
contract,review the contract,审查合同,client_escalation,new,0
contract,under the contract,根据合同,client_escalation,new,0
contract,contract responsibility,合同责任,client_escalation,new,0
contract,major contract,重大合同,client_escalation,new,0
order,place an order,下订单,order_management,new,0
order,next order,下一订单,order_management,new,0
order,order quantity,订单数量,order_management,new,0
order,cancel the order,取消订单,order_management,new,0
order,urgent order,紧急订单,order_management,new,0
order,customer order,客户订单,order_management,new,0
order,order status,订单状态,order_management,new,0
delivery,delivery date,交付日期,shipping,new,0
delivery,urgent delivery,紧急交付,shipping,new,0
delivery,delivery delay,交付延误,shipping,new,0
delivery,confirm delivery,确认交付,shipping,new,0
delivery,guarantee delivery,保证交付,shipping,new,0
delivery,on-time delivery,准时交付,shipping,new,0
logistics,logistics provider,物流供应商,shipping,new,0
logistics,logistics issue,物流问题,shipping,new,0
logistics,logistics cost,物流成本,shipping,new,0
logistics,logistics plan,物流计划,shipping,new,0
logistics,logistics risk,物流风险,shipping,new,0
logistics,alternative logistics provider,替代物流供应商,shipping,new,0
logistics,contact logistics,联系物流,shipping,new,0
logistics,logistics arrangement,物流安排,shipping,new,0
forwarding,forwarding company,货代公司,shipping,new,0
forwarding,contact the forwarding company,联系货代公司,shipping,new,0
forwarding,additional forwarding company,额外货代公司,shipping,new,0
forwarding,forwarding cost,货代成本,shipping,new,0
forwarding,forwarding schedule,货代计划,shipping,new,0
forwarding,forwarding issue,货代问题,shipping,new,0
forwarding,work with a forwarding company,与货代公司合作,shipping,new,0
forwarding,choose a forwarding company,选择货代公司,shipping,new,0
management,management approval,管理层批准,internal_approval,new,0
management,senior management,高级管理层,internal_approval,new,0
management,management decision,管理层决定,internal_approval,new,0
management,management support,管理层支持,internal_approval,new,0
management,management meeting,管理层会议,internal_approval,new,0
management,management pressure,管理层压力,internal_approval,new,0
management,ask management for approval,请求管理层批准,internal_approval,new,0
supervisor,ask our supervisor,询问主管,internal_approval,new,0
supervisor,approval from our supervisor,主管批准,internal_approval,new,0
supervisor,report to our supervisor,向主管汇报,internal_approval,new,0
supervisor,supervisor decision,主管决定,internal_approval,new,0
supervisor,inform the supervisor,通知主管,internal_approval,new,0
supervisor,supervisor support,主管支持,internal_approval,new,0
supervisor,supervisor approval,主管批准,internal_approval,new,0
supervisor,follow the supervisor's instruction,遵循主管指示,internal_approval,new,0
issue,check the issue,检查问题,problem_solving,new,0
risk,check the risk,检查风险,risk_management,new,0
delay,check the delay,检查延误,project_delay,new,0
schedule,check the schedule,检查计划,project_management,new,0
shipment,check the shipment,检查发货,shipping,new,0
delivery,check the delivery date,检查交付日期,shipping,new,0
order,check the order status,检查订单状态,order_management,new,0
client,check the client request,检查客户要求,client_escalation,new,0
supplier,check the supplier response,检查供应商回复,supplier_crisis,new,0
material,check the material quality,检查材料质量,quality_check,new,0
recovery,check the recovery plan,检查恢复计划,client_escalation,new,0
compensation,check the compensation proposal,检查补偿方案,client_escalation,new,0
approval,check the approval process,检查审批流程,internal_approval,new,0
project,check the project status,检查项目状态,project_management,new,0
production,check the production issue,检查生产问题,factory_issue,new,0
communication,check the communication plan,检查沟通计划,communication,new,0
team,check the team morale,检查团队士气,team_management,new,0
cost,check the cost impact,检查成本影响,cost_control,new,0
price,check the price increase,检查涨价,cost_control,new,0
issue,review the issue,审查问题,problem_solving,new,0
risk,review the risk,审查风险,risk_management,new,0
delay,review the delay,审查延误,project_delay,new,0
schedule,review the schedule,审查计划,project_management,new,0
shipment,review the shipment,审查发货,shipping,new,0
delivery,review the delivery date,审查交付日期,shipping,new,0
order,review the order status,审查订单状态,order_management,new,0
client,review the client request,审查客户要求,client_escalation,new,0
supplier,review the supplier response,审查供应商回复,supplier_crisis,new,0
material,review the material quality,审查材料质量,quality_check,new,0
specifications,review the specifications,审查规格,quality_check,new,0
recovery,review the recovery plan,审查恢复计划,client_escalation,new,0
compensation,review the compensation proposal,审查补偿方案,client_escalation,new,0
approval,review the approval process,审查审批流程,internal_approval,new,0
project,review the project status,审查项目状态,project_management,new,0
production,review the production issue,审查生产问题,factory_issue,new,0
communication,review the communication plan,审查沟通计划,communication,new,0
team,review the team morale,审查团队士气,team_management,new,0
cost,review the cost impact,审查成本影响,cost_control,new,0
price,review the price increase,审查涨价,cost_control,new,0
issue,confirm the issue,确认问题,problem_solving,new,0
risk,confirm the risk,确认风险,risk_management,new,0
delay,confirm the delay,确认延误,project_delay,new,0
schedule,confirm the schedule,确认计划,project_management,new,0
shipment,confirm the shipment,确认发货,shipping,new,0
order,confirm the order status,确认订单状态,order_management,new,0
client,confirm the client request,确认客户要求,client_escalation,new,0
supplier,confirm the supplier response,确认供应商回复,supplier_crisis,new,0
material,confirm the material quality,确认材料质量,quality_check,new,0
recovery,confirm the recovery plan,确认恢复计划,client_escalation,new,0
compensation,confirm the compensation proposal,确认补偿方案,client_escalation,new,0
approval,confirm the approval process,确认审批流程,internal_approval,new,0
project,confirm the project status,确认项目状态,project_management,new,0
production,confirm the production issue,确认生产问题,factory_issue,new,0
communication,confirm the communication plan,确认沟通计划,communication,new,0
team,confirm the team morale,确认团队士气,team_management,new,0
cost,confirm the cost impact,确认成本影响,cost_control,new,0
price,confirm the price increase,确认涨价,cost_control,new,0
issue,verify the issue,核实问题,problem_solving,new,0
risk,verify the risk,核实风险,risk_management,new,0
delay,verify the delay,核实延误,project_delay,new,0
schedule,verify the schedule,核实计划,project_management,new,0
shipment,verify the shipment,核实发货,shipping,new,0
delivery,verify the delivery date,核实交付日期,shipping,new,0
order,verify the order status,核实订单状态,order_management,new,0
client,verify the client request,核实客户要求,client_escalation,new,0
supplier,verify the supplier response,核实供应商回复,supplier_crisis,new,0
material,verify the material quality,核实材料质量,quality_check,new,0
specifications,verify the specifications,核实规格,quality_check,new,0
recovery,verify the recovery plan,核实恢复计划,client_escalation,new,0
compensation,verify the compensation proposal,核实补偿方案,client_escalation,new,0
approval,verify the approval process,核实审批流程,internal_approval,new,0
project,verify the project status,核实项目状态,project_management,new,0
production,verify the production issue,核实生产问题,factory_issue,new,0
communication,verify the communication plan,核实沟通计划,communication,new,0
team,verify the team morale,核实团队士气,team_management,new,0
cost,verify the cost impact,核实成本影响,cost_control,new,0
price,verify the price increase,核实涨价,cost_control,new,0
issue,monitor the issue,监控问题,problem_solving,new,0
risk,monitor the risk,监控风险,risk_management,new,0
delay,monitor the delay,监控延误,project_delay,new,0
schedule,monitor the schedule,监控计划,project_management,new,0
shipment,monitor the shipment,监控发货,shipping,new,0
delivery,monitor the delivery date,监控交付日期,shipping,new,0
order,monitor the order status,监控订单状态,order_management,new,0
client,monitor the client request,监控客户要求,client_escalation,new,0
supplier,monitor the supplier response,监控供应商回复,supplier_crisis,new,0
material,monitor the material quality,监控材料质量,quality_check,new,0
specifications,monitor the specifications,监控规格,quality_check,new,0
recovery,monitor the recovery plan,监控恢复计划,client_escalation,new,0
compensation,monitor the compensation proposal,监控补偿方案,client_escalation,new,0
approval,monitor the approval process,监控审批流程,internal_approval,new,0
project,monitor the project status,监控项目状态,project_management,new,0
production,monitor the production issue,监控生产问题,factory_issue,new,0
communication,monitor the communication plan,监控沟通计划,communication,new,0
team,monitor the team morale,监控团队士气,team_management,new,0
cost,monitor the cost impact,监控成本影响,cost_control,new,0
price,monitor the price increase,监控涨价,cost_control,new,0
issue,improve the issue,改善问题,problem_solving,new,0
risk,improve the risk,改善风险,risk_management,new,0
delay,improve the delay,改善延误,project_delay,new,0
schedule,improve the schedule,改善计划,project_management,new,0
shipment,improve the shipment,改善发货,shipping,new,0
delivery,improve the delivery date,改善交付日期,shipping,new,0
order,improve the order status,改善订单状态,order_management,new,0
client,improve the client request,改善客户要求,client_escalation,new,0
supplier,improve the supplier response,改善供应商回复,supplier_crisis,new,0
material,improve the material quality,改善材料质量,quality_check,new,0
specifications,improve the specifications,改善规格,quality_check,new,0
recovery,improve the recovery plan,改善恢复计划,client_escalation,new,0
compensation,improve the compensation proposal,改善补偿方案,client_escalation,new,0
approval,improve the approval process,改善审批流程,internal_approval,new,0
project,improve the project status,改善项目状态,project_management,new,0
production,improve the production issue,改善生产问题,factory_issue,new,0
communication,improve the communication plan,改善沟通计划,communication,new,0
team,improve the team morale,改善团队士气,team_management,new,0
cost,improve the cost impact,改善成本影响,cost_control,new,0
price,improve the price increase,改善涨价,cost_control,new,0
issue,reduce the issue,降低问题,problem_solving,new,0
delay,reduce the delay,降低延误,project_delay,new,0
schedule,reduce the schedule,降低计划,project_management,new,0
shipment,reduce the shipment,降低发货,shipping,new,0
delivery,reduce the delivery date,降低交付日期,shipping,new,0
order,reduce the order status,降低订单状态,order_management,new,0
client,reduce the client request,降低客户要求,client_escalation,new,0
supplier,reduce the supplier response,降低供应商回复,supplier_crisis,new,0
material,reduce the material quality,降低材料质量,quality_check,new,0
specifications,reduce the specifications,降低规格,quality_check,new,0
recovery,reduce the recovery plan,降低恢复计划,client_escalation,new,0
compensation,reduce the compensation proposal,降低补偿方案,client_escalation,new,0
approval,reduce the approval process,降低审批流程,internal_approval,new,0
project,reduce the project status,降低项目状态,project_management,new,0
production,reduce the production issue,降低生产问题,factory_issue,new,0
communication,reduce the communication plan,降低沟通计划,communication,new,0
team,reduce the team morale,降低团队士气,team_management,new,0
cost,reduce the cost impact,降低成本影响,cost_control,new,0
price,reduce the price increase,降低涨价,cost_control,new,0
issue,increase the issue,增加问题,problem_solving,new,0
risk,increase the risk,增加风险,risk_management,new,0
delay,increase the delay,增加延误,project_delay,new,0
schedule,increase the schedule,增加计划,project_management,new,0
shipment,increase the shipment,增加发货,shipping,new,0
delivery,increase the delivery date,增加交付日期,shipping,new,0
order,increase the order status,增加订单状态,order_management,new,0
client,increase the client request,增加客户要求,client_escalation,new,0
supplier,increase the supplier response,增加供应商回复,supplier_crisis,new,0
material,increase the material quality,增加材料质量,quality_check,new,0
specifications,increase the specifications,增加规格,quality_check,new,0
recovery,increase the recovery plan,增加恢复计划,client_escalation,new,0
compensation,increase the compensation proposal,增加补偿方案,client_escalation,new,0
approval,increase the approval process,增加审批流程,internal_approval,new,0
project,increase the project status,增加项目状态,project_management,new,0
production,increase the production issue,增加生产问题,factory_issue,new,0
communication,increase the communication plan,增加沟通计划,communication,new,0
team,increase the team morale,增加团队士气,team_management,new,0
cost,increase the cost impact,增加成本影响,cost_control,new,0
price,increase the price increase,增加涨价,cost_control,new,0
issue,prepare the issue,准备问题,problem_solving,new,0
risk,prepare the risk,准备风险,risk_management,new,0
delay,prepare the delay,准备延误,project_delay,new,0
schedule,prepare the schedule,准备计划,project_management,new,0
shipment,prepare the shipment,准备发货,shipping,new,0
delivery,prepare the delivery date,准备交付日期,shipping,new,0
order,prepare the order status,准备订单状态,order_management,new,0
client,prepare the client request,准备客户要求,client_escalation,new,0
supplier,prepare the supplier response,准备供应商回复,supplier_crisis,new,0
material,prepare the material quality,准备材料质量,quality_check,new,0
specifications,prepare the specifications,准备规格,quality_check,new,0
recovery,prepare the recovery plan,准备恢复计划,client_escalation,new,0
compensation,prepare the compensation proposal,准备补偿方案,client_escalation,new,0
approval,prepare the approval process,准备审批流程,internal_approval,new,0
project,prepare the project status,准备项目状态,project_management,new,0
production,prepare the production issue,准备生产问题,factory_issue,new,0
communication,prepare the communication plan,准备沟通计划,communication,new,0
team,prepare the team morale,准备团队士气,team_management,new,0
cost,prepare the cost impact,准备成本影响,cost_control,new,0
price,prepare the price increase,准备涨价,cost_control,new,0
issue,submit the issue,提交问题,problem_solving,new,0
risk,submit the risk,提交风险,risk_management,new,0
delay,submit the delay,提交延误,project_delay,new,0
schedule,submit the schedule,提交计划,project_management,new,0
shipment,submit the shipment,提交发货,shipping,new,0
delivery,submit the delivery date,提交交付日期,shipping,new,0
order,submit the order status,提交订单状态,order_management,new,0
client,submit the client request,提交客户要求,client_escalation,new,0
supplier,submit the supplier response,提交供应商回复,supplier_crisis,new,0
material,submit the material quality,提交材料质量,quality_check,new,0
specifications,submit the specifications,提交规格,quality_check,new,0
recovery,submit the recovery plan,提交恢复计划,client_escalation,new,0
compensation,submit the compensation proposal,提交补偿方案,client_escalation,new,0
approval,submit the approval process,提交审批流程,internal_approval,new,0
project,submit the project status,提交项目状态,project_management,new,0
production,submit the production issue,提交生产问题,factory_issue,new,0
communication,submit the communication plan,提交沟通计划,communication,new,0
team,submit the team morale,提交团队士气,team_management,new,0
cost,submit the cost impact,提交成本影响,cost_control,new,0
price,submit the price increase,提交涨价,cost_control,new,0
issue,explain the issue,解释问题,problem_solving,new,0
risk,explain the risk,解释风险,risk_management,new,0
delay,explain the delay,解释延误,project_delay,new,0
schedule,explain the schedule,解释计划,project_management,new,0
shipment,explain the shipment,解释发货,shipping,new,0
delivery,explain the delivery date,解释交付日期,shipping,new,0
order,explain the order status,解释订单状态,order_management,new,0
client,explain the client request,解释客户要求,client_escalation,new,0
supplier,explain the supplier response,解释供应商回复,supplier_crisis,new,0
material,explain the material quality,解释材料质量,quality_check,new,0
specifications,explain the specifications,解释规格,quality_check,new,0
recovery,explain the recovery plan,解释恢复计划,client_escalation,new,0
compensation,explain the compensation proposal,解释补偿方案,client_escalation,new,0
approval,explain the approval process,解释审批流程,internal_approval,new,0
project,explain the project status,解释项目状态,project_management,new,0
production,explain the production issue,解释生产问题,factory_issue,new,0
communication,explain the communication plan,解释沟通计划,communication,new,0
team,explain the team morale,解释团队士气,team_management,new,0
cost,explain the cost impact,解释成本影响,cost_control,new,0
price,explain the price increase,解释涨价,cost_control,new,0
issue,clarify the issue,澄清问题,problem_solving,new,0
risk,clarify the risk,澄清风险,risk_management,new,0
delay,clarify the delay,澄清延误,project_delay,new,0
schedule,clarify the schedule,澄清计划,project_management,new,0
shipment,clarify the shipment,澄清发货,shipping,new,0
delivery,clarify the delivery date,澄清交付日期,shipping,new,0
order,clarify the order status,澄清订单状态,order_management,new,0
client,clarify the client request,澄清客户要求,client_escalation,new,0
supplier,clarify the supplier response,澄清供应商回复,supplier_crisis,new,0
material,clarify the material quality,澄清材料质量,quality_check,new,0
specifications,clarify the specifications,澄清规格,quality_check,new,0
recovery,clarify the recovery plan,澄清恢复计划,client_escalation,new,0
